Bla	Dre	mm_cat	dre_cat
BL00531	ENSDARG00000057882	1-1	1
BL00530	ENSDARG00000003938	1-1	1
BL00535	ENSDARG00000096382	1-3	6
BL00535	ENSDARG00000010047	1-3	6
BL00535	ENSDARG00000058327	1-3	6
BL00535	ENSDARG00000096381	1-3	6
BL00535	ENSDARG00000096368	1-3	6
BL00535	ENSDARG00000057677	1-3	6
BL00538	ENSDARG00000044265	1-2	1
BL18045	ENSDARG00000043665	1-1	1
BL18047	ENSDARG00000039493	1-1	1
BL18040	ENSDARG00000036637	1-1	1
BL12042	ENSDARG00000074697	1-1	2
BL12042	ENSDARG00000056156	1-1	2
BL17031	ENSDARG00000039152	1-1	2
BL17031	ENSDARG00000010662	1-1	2
BL15898	ENSDARG00000040705	1-2	4
BL15898	ENSDARG00000002917	1-2	4
BL15898	ENSDARG00000069095	1-2	4
BL15898	ENSDARG00000062812	1-2	4
BL20941	ENSDARG00000062568	1-1	1
BL19379	ENSDARG00000013438	1-1	1
BL19371	ENSDARG00000100505	1-1	1
BL19373	ENSDARG00000014817	1-1	1
BL19377	ENSDARG00000023950	1-1	1
BL05806	ENSDARG00000077227	1-1	1
BL15301	ENSDARG00000022788	1-2	1
BL15309	ENSDARG00000034060	1-1	1
BL23954	ENSDARG00000009771	1-1	1
BL18569	ENSDARG00000074571	1-1	1
BL18568	ENSDARG00000099962	1-2	2
BL18568	ENSDARG00000078694	1-2	2
BL18565	ENSDARG00000100206	1-1	1
BL31493	ENSDARG00000018688	1-1	1
BL20128	ENSDARG00000077298	1-1	3
BL20128	ENSDARG00000067984	1-1	3
BL20128	ENSDARG00000067825	1-1	3
BL07511	ENSDARG00000018491	1-1	1
BL07514	ENSDARG00000077226	1-2	3
BL07514	ENSDARG00000104339	1-2	3
BL07514	ENSDARG00000008904	1-2	3
BL07515	ENSDARG00000037057	1-1	2
BL07515	ENSDARG00000098831	1-1	2
BL01918	ENSDARG00000044551	1-2	2
BL01918	ENSDARG00000055292	1-2	2
BL01919	ENSDARG00000102551	1-1	2
BL01919	ENSDARG00000056793	1-1	2
BL10214	ENSDARG00000001873	1-1	1
BL10217	ENSDARG00000000651	1-1	1
BL10213	ENSDARG00000074675	1-1	1
BL05349	ENSDARG00000025043	1-1	1
BL04433	ENSDARG00000051800	1-1	1
BL02772	ENSDARG00000069014	1-1	1
BL97415	ENSDARG00000103129	1-1	2
BL97415	ENSDARG00000068710	1-1	2
BL03288	ENSDARG00000062933	1-1	1
BL23009	ENSDARG00000017590	1-1	1
BL23000	ENSDARG00000045527	1-2	2
BL23000	ENSDARG00000042477	1-2	2
BL12536	ENSDARG00000058650	1-1	1
BL12537	ENSDARG00000059634	1-2	2
BL12537	ENSDARG00000093070	1-2	2
BL12534	ENSDARG00000028517	1-1	1
BL14272	ENSDARG00000086355	1-1	1
BL14277	ENSDARG00000102372	1-1	1
BL14278	ENSDARG00000035005	1-1	1
BL09701	ENSDARG00000038213	1-1	1
BL10976	ENSDARG00000073926	1-1	1
BL09704	ENSDARG00000076451	1-1	1
BL02534	ENSDARG00000099757	1-1	2
BL02534	ENSDARG00000078136	1-1	2
BL09138	ENSDARG00000098206	1-1	1
BL64218	ENSDARG00000052417	1-1	2
BL64218	ENSDARG00000038281	1-1	2
BL22751	ENSDARG00000079468	1-2	4
BL22751	ENSDARG00000074828	1-2	4
BL22751	ENSDARG00000016868	1-2	4
BL22751	ENSDARG00000089340	1-2	4
BL22752	ENSDARG00000039005	1-1	1
BL09073	ENSDARG00000040803	1-1	1
BL09072	ENSDARG00000079873	1-1	2
BL09072	ENSDARG00000059690	1-1	2
BL09076	ENSDARG00000041199	1-1	1
BL06026	ENSDARG00000012840	1-1	1
BL68203	ENSDARG00000098907	1-2	2
BL68203	ENSDARG00000043339	1-2	2
BL24346	ENSDARG00000099148	1-2	3
BL24346	ENSDARG00000010481	1-2	3
BL24346	ENSDARG00000035918	1-2	3
BL24348	ENSDARG00000009525	1-2	3
BL24348	ENSDARG00000026476	1-2	3
BL24348	ENSDARG00000052536	1-2	3
BL19940	ENSDARG00000058287	1-1	1
BL23237	ENSDARG00000016074	1-1	1
BL27069	ENSDARG00000078214	1-1	1
BL15910	ENSDARG00000056141	1-2	3
BL15910	ENSDARG00000070393	1-2	3
BL15910	ENSDARG00000009040	1-2	3
BL15918	ENSDARG00000009350	1-1	1
BL19124	ENSDARG00000012987	1-2	2
BL19124	ENSDARG00000103826	1-2	2
BL19125	ENSDARG00000040555	1-1	1
BL12487	ENSDARG00000070512	1-2	2
BL12487	ENSDARG00000055797	1-2	2
BL12484	ENSDARG00000043877	1-1	1
BL21441	ENSDARG00000041040	1-1	1
BL21442	ENSDARG00000057249	1-1	1
BL16718	ENSDARG00000101521	1-1	1
BL04788	ENSDARG00000025754	1-2	1
BL61372	ENSDARG00000091241	1-1	1
BL10168	ENSDARG00000101270	1-1	1
BL24628	ENSDARG00000019549	1-2	2
BL24628	ENSDARG00000035577	1-2	2
BL07499	ENSDARG00000069977	1-1	1
BL07725	ENSDARG00000079056	1-1	1
BL07728	ENSDARG00000024416	1-1	1
BL13978	ENSDARG00000016080	1-1	1
BL13977	ENSDARG00000073705	1-1	1
BL13973	ENSDARG00000104906	1-1	1
BL01762	ENSDARG00000099397	1-1	1
BL01761	ENSDARG00000041609	1-2	3
BL01761	ENSDARG00000003544	1-2	3
BL01761	ENSDARG00000071823	1-2	3
BL01765	ENSDARG00000027491	1-1	1
BL10401	ENSDARG00000056783	1-3	4
BL10401	ENSDARG00000054003	1-3	4
BL10401	ENSDARG00000034893	1-3	4
BL10401	ENSDARG00000034117	1-3	4
BL03242	ENSDARG00000075726	1-2	3
BL03242	ENSDARG00000039453	1-2	3
BL03242	ENSDARG00000071877	1-2	3
BL03245	ENSDARG00000009653	1-1	2
BL03245	ENSDARG00000098153	1-1	2
BL08577	ENSDARG00000052343	1-1	1
BL08570	ENSDARG00000099106	1-1	1
BL08573	ENSDARG00000054821	1-1	1
BL08572	ENSDARG00000104451	1-1	1
BL00386	ENSDARG00000032296	1-1	1
BL04603	ENSDARG00000015889	1-1	1
BL04606	ENSDARG00000073847	1-2	2
BL04606	ENSDARG00000078966	1-2	2
BL16806	ENSDARG00000003153	1-1	1
BL00969	ENSDARG00000016903	1-2	1
BL00966	ENSDARG00000075206	1-1	1
BL00967	ENSDARG00000052840	1-1	1
BL00962	ENSDARG00000076040	1-1	2
BL00962	ENSDARG00000057995	1-1	2
BL00961	ENSDARG00000102147	1-3	2
BL00961	ENSDARG00000067966	1-3	2
BL09711	ENSDARG00000045846	1-1	1
BL02522	ENSDARG00000075798	1-2	1
BL02524	ENSDARG00000002403	1-1	1
BL02526	ENSDARG00000008022	1-2	1
BL02527	ENSDARG00000034897	1-1	1
BL95997	ENSDARG00000062817	1-1	1
BL95999	ENSDARG00000062971	1-1	1
BL58595	ENSDARG00000077202	1-1	1
BL17449	ENSDARG00000026701	1-1	1
BL17448	ENSDARG00000013784	1-1	2
BL17448	ENSDARG00000075975	1-1	2
BL17447	ENSDARG00000104287	1-1	1
BL13567	ENSDARG00000029064	1-1	1
BL13564	ENSDARG00000041435	1-2	1
BL13560	ENSDARG00000011246	1-1	1
BL17992	ENSDARG00000041411	1-1	1
BL17990	ENSDARG00000052103	1-1	1
BL17994	ENSDARG00000062397	1-4	5
BL17994	ENSDARG00000060678	1-4	5
BL17994	ENSDARG00000086269	1-4	5
BL17994	ENSDARG00000103606	1-4	5
BL17994	ENSDARG00000041776	1-4	5
BL17999	ENSDARG00000044094	1-2	2
BL17999	ENSDARG00000057465	1-2	2
BL17998	ENSDARG00000026967	1-1	1
BL13698	ENSDARG00000020043	1-2	2
BL13698	ENSDARG00000032116	1-2	2
BL15594	ENSDARG00000007418	1-2	3
BL15594	ENSDARG00000016255	1-2	3
BL15594	ENSDARG00000007323	1-2	3
BL11875	ENSDARG00000076592	1-1	2
BL11875	ENSDARG00000073792	1-1	2
BL96509	ENSDARG00000003998	1-2	3
BL96509	ENSDARG00000070498	1-2	3
BL96509	ENSDARG00000078176	1-2	3
BL08030	ENSDARG00000042120	1-1	1
BL06036	ENSDARG00000042821	1-1	1
BL06035	ENSDARG00000101735	1-2	2
BL06035	ENSDARG00000011845	1-2	2
BL26956	ENSDARG00000008852	1-1	1
BL26950	ENSDARG00000099568	1-1	2
BL26950	ENSDARG00000102380	1-1	2
BL20654	ENSDARG00000057075	1-1	1
BL00702	ENSDARG00000074081	1-1	1
BL14967	ENSDARG00000104173	1-2	1
BL14966	ENSDARG00000056855	1-1	1
BL14965	ENSDARG00000005172	1-2	2
BL14965	ENSDARG00000058454	1-2	2
BL14961	ENSDARG00000001777	1-1	1
BL14969	ENSDARG00000017367	1-2	2
BL14969	ENSDARG00000036541	1-2	2
BL01561	ENSDARG00000104639	1-1	1
BL01563	ENSDARG00000003270	1-1	1
BL01565	ENSDARG00000010381	1-2	1
BL01567	ENSDARG00000052641	1-2	2
BL01567	ENSDARG00000023190	1-2	2
BL19257	ENSDARG00000098272	1-1	2
BL19257	ENSDARG00000061052	1-1	2
BL18198	ENSDARG00000012505	1-1	2
BL18198	ENSDARG00000011740	1-1	2
BL18192	ENSDARG00000019986	1-1	2
BL18192	ENSDARG00000068264	1-1	2
BL18441	ENSDARG00000016528	1-1	1
BL18442	ENSDARG00000104831	1-1	1
BL18443	ENSDARG00000042732	1-2	2
BL18443	ENSDARG00000011498	1-2	2
BL18445	ENSDARG00000062226	1-1	2
BL18445	ENSDARG00000104727	1-1	2
BL18447	ENSDARG00000087013	1-1	1
BL05717	ENSDARG00000063583	1-1	2
BL05717	ENSDARG00000077177	1-1	2
BL04042	ENSDARG00000001129	1-1	1
BL04047	ENSDARG00000073813	1-1	1
BL45091	ENSDARG00000003446	1-1	1
BL26169	ENSDARG00000042522	1-1	1
BL19715	ENSDARG00000045019	1-1	1
BL19710	ENSDARG00000045563	1-1	1
BL02054	ENSDARG00000054292	1-1	1
BL02055	ENSDARG00000026335	1-2	2
BL02055	ENSDARG00000030116	1-2	2
BL02059	ENSDARG00000061986	1-1	1
BL06991	ENSDARG00000104111	1-1	1
BL06990	ENSDARG00000056162	1-1	1
BL12902	ENSDARG00000104285	1-1	1
BL03829	ENSDARG00000016239	1-1	1
BL05055	ENSDARG00000105098	1-1	1
BL02888	ENSDARG00000003250	1-2	2
BL02888	ENSDARG00000075253	1-2	2
BL02883	ENSDARG00000051916	1-1	1
BL10678	ENSDARG00000054916	1-3	4
BL10678	ENSDARG00000043608	1-3	4
BL10678	ENSDARG00000041607	1-3	4
BL10678	ENSDARG00000031819	1-3	4
BL16634	ENSDARG00000079949	1-1	1
BL16631	ENSDARG00000045166	1-1	1
BL16633	ENSDARG00000071205	1-2	2
BL16633	ENSDARG00000056628	1-2	2
BL03592	ENSDARG00000039882	1-2	1
BL03590	ENSDARG00000002538	1-1	1
BL96834	ENSDARG00000045228	1-1	1
BL03040	ENSDARG00000054319	1-1	2
BL03040	ENSDARG00000013063	1-1	2
BL02317	ENSDARG00000058528	1-1	1
BL05327	ENSDARG00000087573	1-1	1
BL09526	ENSDARG00000035751	1-2	2
BL09526	ENSDARG00000058159	1-2	2
BL02313	ENSDARG00000052454	1-2	2
BL02313	ENSDARG00000014577	1-2	2
BL02311	ENSDARG00000070389	1-1	2
BL02311	ENSDARG00000017195	1-1	2
BL05324	ENSDARG00000032005	1-1	1
BL05322	ENSDARG00000063126	1-1	1
BL05320	ENSDARG00000056914	1-1	1
BL22455	ENSDARG00000008976	1-1	1
BL22458	ENSDARG00000034215	1-2	4
BL22458	ENSDARG00000036501	1-2	4
BL22458	ENSDARG00000019312	1-2	4
BL22458	ENSDARG00000101170	1-2	4
BL22459	ENSDARG00000042877	1-1	1
BL03441	ENSDARG00000040890	1-1	1
BL04491	ENSDARG00000013075	1-1	1
BL14563	ENSDARG00000086075	1-3	2
BL14563	ENSDARG00000094018	1-3	2
BL14562	ENSDARG00000077463	1-2	2
BL14562	ENSDARG00000104871	1-2	2
BL13719	ENSDARG00000041952	1-2	2
BL13719	ENSDARG00000055158	1-2	2
BL15389	ENSDARG00000015471	1-1	1
BL14385	ENSDARG00000018281	1-1	1
BL23468	ENSDARG00000012871	1-1	1
BL23469	ENSDARG00000069090	1-2	1
BL23461	ENSDARG00000079891	1-2	2
BL23461	ENSDARG00000090654	1-2	2
BL23463	ENSDARG00000102279	1-2	3
BL23463	ENSDARG00000098683	1-2	3
BL23463	ENSDARG00000074502	1-2	3
BL23465	ENSDARG00000003749	1-1	1
BL23467	ENSDARG00000086906	1-2	3
BL23467	ENSDARG00000003085	1-2	3
BL23467	ENSDARG00000054501	1-2	3
BL24856	ENSDARG00000068256	1-1	1
BL07220	ENSDARG00000025576	1-1	1
BL07222	ENSDARG00000077870	1-1	1
BL07223	ENSDARG00000022853	1-1	1
BL07224	ENSDARG00000029510	1-2	2
BL07224	ENSDARG00000060124	1-2	2
BL07227	ENSDARG00000007181	1-1	1
BL19655	ENSDARG00000031346	1-1	1
BL19650	ENSDARG00000098280	1-3	3
BL19650	ENSDARG00000077400	1-3	3
BL19650	ENSDARG00000077060	1-3	3
BL19651	ENSDARG00000042469	1-1	1
BL19658	ENSDARG00000069780	1-1	1
BL22333	ENSDARG00000035549	1-1	1
BL22331	ENSDARG00000027465	1-1	1
BL22338	ENSDARG00000075884	1-1	1
BL07590	ENSDARG00000033273	1-1	1
BL21732	ENSDARG00000056690	1-3	4
BL21732	ENSDARG00000022378	1-3	4
BL21732	ENSDARG00000004616	1-3	4
BL21732	ENSDARG00000037560	1-3	4
BL06170	ENSDARG00000078140	1-1	1
BL89488	ENSDARG00000029100	1-1	1
BL01337	ENSDARG00000100981	1-1	1
BL05523	ENSDARG00000019791	1-1	1
BL05527	ENSDARG00000003512	1-2	1
BL16433	ENSDARG00000019188	1-2	2
BL16433	ENSDARG00000027141	1-2	2
BL16432	ENSDARG00000004906	1-1	1
BL16430	ENSDARG00000076724	1-1	1
BL16437	ENSDARG00000100620	1-3	5
BL16437	ENSDARG00000098304	1-3	5
BL16437	ENSDARG00000074899	1-3	5
BL16437	ENSDARG00000069603	1-3	5
BL16437	ENSDARG00000060751	1-3	5
BL16436	ENSDARG00000008020	1-1	1
BL03205	ENSDARG00000019998	1-1	1
BL03203	ENSDARG00000042777	1-1	1
BL16385	ENSDARG00000059437	1-1	1
BL03209	ENSDARG00000006292	1-1	1
BL07961	ENSDARG00000038801	1-1	1
BL07967	ENSDARG00000011326	1-1	1
BL13217	ENSDARG00000007405	1-1	1
BL13211	ENSDARG00000093622	1-1	1
BL13264	ENSDARG00000075700	1-1	1
BL15149	ENSDARG00000070958	1-1	1
BL00233	ENSDARG00000021257	1-1	1
BL15146	ENSDARG00000061265	1-1	1
BL15145	ENSDARG00000020884	1-3	3
BL15145	ENSDARG00000052131	1-3	3
BL15145	ENSDARG00000025641	1-3	3
BL00236	ENSDARG00000023920	1-2	2
BL00236	ENSDARG00000009693	1-2	2
BL13845	ENSDARG00000008322	1-1	2
BL13845	ENSDARG00000039878	1-1	2
BL29833	ENSDARG00000056034	1-2	3
BL29833	ENSDARG00000038615	1-2	3
BL29833	ENSDARG00000026387	1-2	3
BL08447	ENSDARG00000053087	1-1	1
BL24543	ENSDARG00000074149	1-1	2
BL24543	ENSDARG00000014655	1-1	2
BL22729	ENSDARG00000059070	1-1	1
BL29164	ENSDARG00000103337	1-2	1
BL14488	ENSDARG00000044669	1-1	1
BL14482	ENSDARG00000077215	1-2	3
BL14482	ENSDARG00000074331	1-2	3
BL14482	ENSDARG00000006200	1-2	3
BL14484	ENSDARG00000104244	1-1	1
BL22550	ENSDARG00000013732	1-1	1
BL12675	ENSDARG00000100773	1-1	1
BL12674	ENSDARG00000059798	1-1	1
BL17281	ENSDARG00000025977	1-1	1
BL12670	ENSDARG00000042724	1-1	1
BL13106	ENSDARG00000061039	1-3	3
BL13106	ENSDARG00000076230	1-3	3
BL13106	ENSDARG00000078887	1-3	3
BL13100	ENSDARG00000102261	1-1	1
BL13101	ENSDARG00000067656	1-1	1
BL13103	ENSDARG00000037423	1-1	1
BL13108	ENSDARG00000058221	1-1	1
BL22098	ENSDARG00000060001	1-1	1
BL21113	ENSDARG00000070849	1-1	1
BL21110	ENSDARG00000062307	1-1	1
BL21118	ENSDARG00000053138	1-1	1
BL21119	ENSDARG00000019797	1-1	1
BL22093	ENSDARG00000099908	1-1	1
BL15112	ENSDARG00000052150	1-4	6
BL15112	ENSDARG00000089262	1-4	6
BL15112	ENSDARG00000100494	1-4	6
BL15112	ENSDARG00000013615	1-4	6
BL15112	ENSDARG00000101131	1-4	6
BL15112	ENSDARG00000019717	1-4	6
BL08407	ENSDARG00000020311	1-3	3
BL08407	ENSDARG00000014953	1-3	3
BL08407	ENSDARG00000043662	1-3	3
BL22095	ENSDARG00000087394	1-3	4
BL22095	ENSDARG00000079201	1-3	4
BL22095	ENSDARG00000005026	1-3	4
BL22095	ENSDARG00000103361	1-3	4
BL15460	ENSDARG00000045945	1-3	3
BL15460	ENSDARG00000101054	1-3	3
BL15460	ENSDARG00000060368	1-3	3
BL15463	ENSDARG00000039346	1-1	1
BL15467	ENSDARG00000009001	1-1	1
BL04947	ENSDARG00000078888	1-3	3
BL04947	ENSDARG00000060010	1-3	3
BL04947	ENSDARG00000098650	1-3	3
BL26664	ENSDARG00000058475	1-2	2
BL26664	ENSDARG00000013997	1-2	2
BL26669	ENSDARG00000034559	1-3	3
BL26669	ENSDARG00000000002	1-3	3
BL26669	ENSDARG00000010318	1-3	3
BL20799	ENSDARG00000076176	1-1	1
BL20797	ENSDARG00000060089	1-1	1
BL20795	ENSDARG00000034624	1-1	1
BL20794	ENSDARG00000099279	1-1	1
BL07419	ENSDARG00000101670	1-1	1
BL07416	ENSDARG00000037079	1-1	1
BL07415	ENSDARG00000003642	1-1	1
BL07413	ENSDARG00000067838	1-1	1
BL20055	ENSDARG00000038235	1-1	2
BL20055	ENSDARG00000035161	1-1	2
BL01810	ENSDARG00000008560	1-1	1
BL01812	ENSDARG00000041503	1-1	1
BL01815	ENSDARG00000059498	1-1	1
BL20057	ENSDARG00000060500	1-1	1
BL18949	ENSDARG00000075083	1-1	1
BL21944	ENSDARG00000005606	1-1	1
BL21941	ENSDARG00000059997	1-3	4
BL21941	ENSDARG00000057427	1-3	4
BL21941	ENSDARG00000060711	1-3	4
BL21941	ENSDARG00000059945	1-3	4
BL21942	ENSDARG00000060169	1-1	1
BL06451	ENSDARG00000037589	1-1	2
BL06451	ENSDARG00000022768	1-1	2
BL05222	ENSDARG00000062983	1-1	1
BL05220	ENSDARG00000015638	1-1	1
BL01105	ENSDARG00000078041	1-1	2
BL01105	ENSDARG00000063229	1-1	2
BL01104	ENSDARG00000063031	1-1	1
BL01100	ENSDARG00000020279	1-1	1
BL01109	ENSDARG00000105002	1-1	2
BL01109	ENSDARG00000004460	1-1	2
BL01108	ENSDARG00000099997	1-1	1
BL11752	ENSDARG00000091489	1-1	1
BL05489	ENSDARG00000060868	1-2	2
BL05489	ENSDARG00000056079	1-2	2
BL04572	ENSDARG00000079055	1-1	1
BL07881	ENSDARG00000074698	1-2	1
BL04681	ENSDARG00000040559	1-1	1
BL04687	ENSDARG00000035835	1-2	2
BL04687	ENSDARG00000059741	1-2	2
BL04684	ENSDARG00000087793	1-1	1
BL04688	ENSDARG00000020217	1-1	1
BL08848	ENSDARG00000086288	1-1	1
BL06867	ENSDARG00000078653	1-1	1
BL13280	ENSDARG00000105011	1-1	1
BL08840	ENSDARG00000063021	1-1	1
BL08843	ENSDARG00000103127	1-1	1
BL22705	ENSDARG00000078441	1-2	3
BL22705	ENSDARG00000073909	1-2	3
BL22705	ENSDARG00000076143	1-2	3
BL95911	ENSDARG00000045308	1-1	1
BL95916	ENSDARG00000074424	1-1	1
BL14132	ENSDARG00000058292	1-2	2
BL14132	ENSDARG00000017659	1-2	2
BL14135	ENSDARG00000021110	1-2	1
BL14136	ENSDARG00000074451	1-1	1
BL10839	ENSDARG00000034757	1-3	4
BL10839	ENSDARG00000055066	1-3	4
BL10839	ENSDARG00000058178	1-3	4
BL10839	ENSDARG00000071872	1-3	4
BL10838	ENSDARG00000058494	1-1	2
BL10838	ENSDARG00000102295	1-1	2
BL10835	ENSDARG00000019195	1-1	1
BL10833	ENSDARG00000007597	1-1	1
BL22141	ENSDARG00000013016	1-1	1
BL22142	ENSDARG00000073867	1-1	1
BL22144	ENSDARG00000061952	1-1	1
BL15265	ENSDARG00000020239	1-3	4
BL15265	ENSDARG00000015563	1-3	4
BL15265	ENSDARG00000061214	1-3	4
BL15265	ENSDARG00000103380	1-3	4
BL15263	ENSDARG00000022845	1-1	1
BL15262	ENSDARG00000040717	1-2	3
BL15262	ENSDARG00000020000	1-2	3
BL15262	ENSDARG00000030104	1-2	3
BL15260	ENSDARG00000044949	1-1	1
BL96585	ENSDARG00000009341	1-2	2
BL96585	ENSDARG00000032630	1-2	2
BL09923	ENSDARG00000012194	1-1	1
BL09925	ENSDARG00000019362	1-3	5
BL09925	ENSDARG00000031907	1-3	5
BL09925	ENSDARG00000043757	1-3	5
BL09925	ENSDARG00000101947	1-3	5
BL09925	ENSDARG00000015901	1-3	5
BL24421	ENSDARG00000075347	1-1	1
BL24420	ENSDARG00000069958	1-3	3
BL24420	ENSDARG00000057679	1-3	3
BL24420	ENSDARG00000090421	1-3	3
BL13496	ENSDARG00000016745	1-1	1
BL13490	ENSDARG00000056119	1-1	1
BL02046	ENSDARG00000021082	1-2	2
BL02046	ENSDARG00000002916	1-2	2
BL22960	ENSDARG00000101474	1-1	1
BL22961	ENSDARG00000069006	1-3	2
BL22961	ENSDARG00000002787	1-3	2
BL22964	ENSDARG00000045904	1-1	1
BL17325	ENSDARG00000040674	1-3	4
BL17325	ENSDARG00000036102	1-3	4
BL17325	ENSDARG00000071673	1-3	4
BL17325	ENSDARG00000062116	1-3	4
BL14673	ENSDARG00000069703	1-1	1
BL14679	ENSDARG00000063412	1-1	1
BL05974	ENSDARG00000014017	1-1	1
BL05973	ENSDARG00000043307	1-1	1
BL19798	ENSDARG00000021209	1-1	2
BL19798	ENSDARG00000010603	1-1	2
BL19793	ENSDARG00000021402	1-1	1
BL21091	ENSDARG00000027803	1-1	1
BL21097	ENSDARG00000061895	1-1	1
BL21325	ENSDARG00000070844	1-1	1
BL21326	ENSDARG00000005448	1-1	1
BL25433	ENSDARG00000061728	1-1	1
BL18944	ENSDARG00000058463	1-1	1
BL18947	ENSDARG00000025581	1-2	1
BL18946	ENSDARG00000102161	1-2	4
BL18946	ENSDARG00000060452	1-2	4
BL18946	ENSDARG00000078866	1-2	4
BL18946	ENSDARG00000062854	1-2	4
BL20050	ENSDARG00000055305	1-1	1
BL20053	ENSDARG00000063574	1-1	1
BL24745	ENSDARG00000102998	1-1	1
BL24741	ENSDARG00000041429	1-1	1
BL07605	ENSDARG00000004806	1-1	1
BL07603	ENSDARG00000051756	1-1	1
BL01608	ENSDARG00000099161	1-1	1
BL01601	ENSDARG00000077349	1-3	4
BL01601	ENSDARG00000076333	1-3	4
BL01601	ENSDARG00000103535	1-3	4
BL01601	ENSDARG00000077465	1-3	4
BL01605	ENSDARG00000017696	1-1	1
BL08231	ENSDARG00000060398	1-1	1
BL11098	ENSDARG00000009217	1-3	3
BL11098	ENSDARG00000056394	1-3	3
BL11098	ENSDARG00000104581	1-3	3
BL11099	ENSDARG00000061256	1-2	2
BL11099	ENSDARG00000078383	1-2	2
BL11090	ENSDARG00000000503	1-2	2
BL11090	ENSDARG00000058994	1-2	2
BL11540	ENSDARG00000003144	1-1	1
BL11546	ENSDARG00000060494	1-1	1
BL11547	ENSDARG00000021022	1-1	1
BL24068	ENSDARG00000104674	1-1	2
BL24068	ENSDARG00000007385	1-1	2
BL03515	ENSDARG00000099113	1-3	3
BL03515	ENSDARG00000061829	1-3	3
BL03515	ENSDARG00000017391	1-3	3
BL03512	ENSDARG00000039616	1-1	1
BL03519	ENSDARG00000035080	1-1	1
BL09610	ENSDARG00000020028	1-1	1
BL09616	ENSDARG00000005128	1-1	1
BL09615	ENSDARG00000026712	1-3	3
BL09615	ENSDARG00000018602	1-3	3
BL09615	ENSDARG00000007257	1-3	3
BL09619	ENSDARG00000054746	1-2	2
BL09619	ENSDARG00000062089	1-2	2
BL02399	ENSDARG00000103637	1-1	1
BL02396	ENSDARG00000037777	1-1	1
BL32586	ENSDARG00000041011	1-1	1
BL24401	ENSDARG00000054186	1-1	2
BL24401	ENSDARG00000055229	1-1	2
BL16013	ENSDARG00000031116	1-1	2
BL16013	ENSDARG00000088841	1-1	2
BL16012	ENSDARG00000060207	1-1	1
BL16015	ENSDARG00000101507	1-2	1
BL95701	ENSDARG00000035188	1-1	2
BL95701	ENSDARG00000074246	1-1	2
BL95702	ENSDARG00000005590	1-3	3
BL95702	ENSDARG00000078050	1-3	3
BL95702	ENSDARG00000057439	1-3	3
BL17651	ENSDARG00000054191	1-2	1
BL17652	ENSDARG00000101510	1-3	2
BL17652	ENSDARG00000041215	1-3	2
BL17653	ENSDARG00000099315	1-1	1
BL17656	ENSDARG00000067850	1-3	5
BL17656	ENSDARG00000074378	1-3	5
BL17656	ENSDARG00000104773	1-3	5
BL17656	ENSDARG00000104090	1-3	5
BL17656	ENSDARG00000043531	1-3	5
BL13798	ENSDARG00000057987	1-1	1
BL13791	ENSDARG00000023003	1-1	1
BL13792	ENSDARG00000094646	1-2	2
BL13792	ENSDARG00000070600	1-2	2
BL14309	ENSDARG00000008573	1-1	1
BL14306	ENSDARG00000002949	1-1	1
BL15658	ENSDARG00000060534	1-2	3
BL15658	ENSDARG00000079608	1-2	3
BL15658	ENSDARG00000079369	1-2	3
BL15653	ENSDARG00000089742	1-2	2
BL15653	ENSDARG00000089467	1-2	2
BL15654	ENSDARG00000063635	1-3	5
BL15654	ENSDARG00000061454	1-3	5
BL15654	ENSDARG00000061647	1-3	5
BL15654	ENSDARG00000043746	1-3	5
BL15654	ENSDARG00000062693	1-3	5
BL11938	ENSDARG00000060248	1-4	3
BL11938	ENSDARG00000100402	1-4	3
BL11938	ENSDARG00000101471	1-4	3
BL11932	ENSDARG00000043213	1-1	2
BL11932	ENSDARG00000093093	1-1	2
BL11930	ENSDARG00000058818	1-2	3
BL11930	ENSDARG00000102995	1-2	3
BL11930	ENSDARG00000031809	1-2	3
BL20200	ENSDARG00000061631	1-1	2
BL20200	ENSDARG00000102294	1-1	2
BL20202	ENSDARG00000076328	1-2	3
BL20202	ENSDARG00000040027	1-2	3
BL20202	ENSDARG00000099747	1-2	3
BL08173	ENSDARG00000062190	1-2	2
BL08173	ENSDARG00000004227	1-2	2
BL08172	ENSDARG00000021200	1-2	2
BL08172	ENSDARG00000057867	1-2	2
BL08177	ENSDARG00000100420	1-1	1
BL31639	ENSDARG00000077859	1-1	1
BL23917	ENSDARG00000058230	1-2	2
BL23917	ENSDARG00000018399	1-2	2
BL14887	ENSDARG00000031293	1-1	1
BL14881	ENSDARG00000102023	1-2	3
BL14881	ENSDARG00000036305	1-2	3
BL14881	ENSDARG00000030887	1-2	3
BL14888	ENSDARG00000023028	1-1	1
BL20463	ENSDARG00000093182	1-1	1
BL18092	ENSDARG00000052855	1-1	1
BL18097	ENSDARG00000017673	1-2	2
BL18097	ENSDARG00000020178	1-2	2
BL18094	ENSDARG00000041511	1-1	1
BL17517	ENSDARG00000043972	1-1	1
BL18324	ENSDARG00000035719	1-3	3
BL18324	ENSDARG00000018627	1-3	3
BL18324	ENSDARG00000094709	1-3	3
BL17513	ENSDARG00000054433	1-1	1
BL18320	ENSDARG00000095833	1-2	2
BL18320	ENSDARG00000042861	1-2	2
BL17519	ENSDARG00000007443	1-1	1
BL19052	ENSDARG00000020730	1-1	1
